Hvorfor hedder det en endeskive, selv om det er den første skive af brødet?;4
Hvilken farve har albino-får?;4
Hvorfor hedder det en nummerplade, når der er flest bogstaver på?;4
Kan en neger blegne?;4
Hvis politiet anholder en stum mand, og de ligger ham i håndjern. Kan han så sagsøge dem for at hindre ham i at udtale sig?;4
Sveder fisk?;4
Hvorfor krymper får ikke, når det regner?;4
Hvorfor er BH i ental og trusser i flertal?;4
Er der er et andet ord for synonym?;4
Hvorfor klæber lim ikke til indersiden af tuben?;4
Kan man være skabs-klaustrofob?;4
Hvad gør de andre på holdet, hvis en synkronsvømmer drukner?;4
Hvis man spiser pasta og antipasta - er man så stadig lige sulten ?;4
Hvorfor bærer kamikaze piloter flyverhjelm?;4
Hvad sker der, hvis du har været halvdød af skræk 2 gange?;4
Hvordan smider man en affaldscontainer væk?;4
Burde krematorier give rabat til brandofre?;4
Opfinder man nogensinde en soldrevet lommelygte?;4
Skal amfibiedyr vente med at gå på land indtil en time efter, at de har spist?;4
Hvordan kommer fyren, der kører sneploven, til arbejdet om morgenen?;4
Kan man forestille sig en verden uden hypotetiske situationer?;4
Er sterilitet arveligt?;4
Hvis der ikke er noget der klæber på teflon, hvordan får de så teflon til at sidde fast på panderne?;4
Hvorfor skruer man ned for lyden, når man sidder i bilen og ikke kan finde vej?;4
Hvis man forsøger at bevise Murphys lov, vil tingene så stadig gå galt?;4
"Hvorfor er ordet ""forkortelse"" så langt?";4
Hvis majsolie kommer fra majs, hvor kommer babyolie så fra?;4
Hvorfor steriliserer de nålen, inden en dødsdømt får sin sprøjte?;4
Hvordan man ved, at det er på tide at stemme sin sækkepibe?;4
Hvis et døvstumt barn bander, vasker mor så hans hænder med sæbe?;4
Hvis en person med personlighedsspaltning, truer med at tage livet af sig, er det så en gidselsituation?;4
Er det en succes, hvis en bog om fiasko ikke sælger godt?;4
Hvorfor staves palindrom ikke ens forfra og bagfra?;4
Hvad gør man, hvis man ser et udrydningstruet dyr, som spiser en giftig udrydningstruet plante?;4
Kan tykke mænd få tynd mave?;4
Når blinde mennesker bruger mørke solbriller, hvorfor bruger døve så ikke ørevarmere?;4
Hvis Supermand virkelig er så smart, hvorfor har han så underbukserne udenpå?;4
Holder man kaffepause på en te-fabrik?;4
Hvorfor skal man have en aftale for at besøge en synsk?;4
Hvorfor sømmer man låget fast på en kiste?;4
Hvorfor er alfabetet i lige præcis den rækkefølge?;4
"Hvorfor er ordet ""ordbog"" i en ordbog?";4
Hvorfor er ens pegefinger præcis samme størrelse som ens næsebor?;4
Hvorfor findes der ikke kattemad, der smager af mus?;4
Syntes kyllinger, at gummi-mennesker er sjove?;4
Hvorfor er der kun er ét monopoltilsyn?;4
Hvordan ville en stol se ud, hvis vores knæ bøjede den anden vej?;4
Hvis man kvæler en smølf, hvad farve får den så i hovedet?;4
Hvad hedder det når man trykker på en kuglepen for at få den til at skrive?;4
Hvis en ko kunne grine, ville der så komme mælk ud af dens næse?;4
Hvorfor smasker man ikke ind i væggen når man hopper i et tog der kører med 100 km i timen?;4
Hvornår ved man at man er løbet tør for usynligt blæk?;4
Hvordan kan det være at næsen løber, og fødderne lugter?;4
Brummer brumbasser fordi de ikke kan teksten?;4
Hvordan kan det være at der aldrig er optaget når man ringer forkert?;4
Hvordan skriver man 0 med romertal?;4
Hvis svømning er så sundt, hvorfor ser hvaler så ud som de gør?;4
Kan man tage noget imod kleptomani?;4
Hvor hurtig er mørkets hastighed?;4
Da man første gang opfandt uret, hvordan vidste man så hvad det skulle stilles til?;4
Var det ikke kedeligt at opfinde den første telefon?;4
Kan høns gå i gåsegang?;4
Er dyre-shampoo blevet testet på mennesker?;4
Hvorfor har mænd brystvorter?;4
"Omtaler folk i Australien resten af verden som ""up over""?";4
Hvordan kan der findes selvhjælps-grupper?;4
Hvad er forskellen på at skrive noget op og at skrive noget ned?;4
Hvor bred er en snæver vending?;4
Har zebraer stribet flæsk?;4
Hvorfor hedder det klart som blæk?;4
"Hvorfor synes gamle, at det er så fedt at sige ""plejer - han er død"", og hvem var han?";4
Hvem har Fedtmule fået sønnen Max sammen med?;4
Hvad hedder der, når en ræv sover?;4
Er man racist, hvis man hader racister?;4
