..han er ved mentalt at have nerverne slidt ind under huden..;;1
..han har et flot drama bygget ind i kampen..;;1
..en kamp ført på et meget højt intellektuelt, intelligent niveau..;;1
..fordi han vinder den med hjernen, en meget tænkende kamp..;;1
..en syngende højre får kæberne til at svinge hos Thomas.. ; om Thomas Damgaard;1
..kun 11 måneder har han bokset uden overkrop.. ; om Mikkel Kessler;1
..den gamle veteran, der stadig bærer sit venstre hook som et smukt våben..;;1
..stadig gør han sit fag ganske god skyldighed..;;1
..mangler definitivt de sidste greb, for at gøre en bokser færdig..;;1
..den teknisk tænkende tekniske bokser Jesper D. Jensen..;;1
..en champ har altid mindst en stor fight gemt i sig..;;1
..det sidste en fighter mister, er hans slagkraft..;;1
..på den ene side dækker han sig meget godt bag paraderne - på den anden side bliver han ramt lidt for meget..;;1
..Johnny Bredahl er på sine gode aftener en ren kunstner..;;1
..og Johnny afsøger sit terræn, scorer points, sætter penge i banken - så de kan trække renter..;;1
..højt på et kampmæssigt niveau..;;1
..eventyret er sket, og det er skrevet med H.C. Andersens blæk..;;1
..kampen er i en stram, tæt fase..;;1
..afsøger fint sit terræn med sin lange stive venstre..;;1
..Nardiello kan også ret hurtigt blive et offer for modstridende følelser i sit indre..;;1
..i sidste ende ender det altid med en dans på de indre linier..;;1
..han har et bizart problem.. ; sagt da Victor 'Den elegante' Torres vred om på anklen;1
..glimrende lille detalje fra boksningens værksted..;;1
..vurderer sin modstander - fangler, mangler og defekter..;;1
..matematiske detaljer udført af en skarp, stringent hjerne..;;1
..Norman Mailer, den verdensberømte, har tidligere beskrevet boksning som skak i et minefelt..;;1
..fighteren Johnny Bredahl med en hjerne, som spillede han skak..;;1
..'Terrible' Tim Witherspoon ligner i øjeblikket et af de huse, hvor der er lys i vinduerne, men der er ingen hjemme.. ; fra Brians sejr over Witherspoon;1
..Kirkov får aldrig programmeret Dennis på sin indre computer.. ; om Dennis Holbæk;1
..og så er det lige før han også skal være fransk mester i baglæns løb.. ; en replik lånt fra en uspecificeret TV2-kommentator;1
..lige pludselig lukker dette her op til at blive et uvirkeligt drama..;;1
..den replik, den højre - han skrev klassiske detaljer med begge dele.. ; om Jørgen 'Gamle' Hansen, fra 'Ringens Mestre';1
..ringen var hans universitet.. ; om Tom Bogs, fra 'Ringens Mestre';1
..han er stadig en myte i gamet.. ; om Oscar Mattheus Nielsen aka Battling Nelson, fra 'Ringens Mestre';1
..havde kun sig selv, sine næver, sit mod.. ; om Christian Christensen aka Gentleman Chris, fra 'Ringens Mestre';1
..Børge boksede altid med hjernen.. ; om Børge Krogh, fra 'Ringens Mestre';1
..stil var hans image.. ; om Børge Krogh, fra 'Ringens Mestre';1
..en lille, intelligent, raffineret bokse-elegantier, der på sine store aftener hævede sin brutale idræt til sjældne, intellektuelle højder.. ; om Børge Krogh, fra 'Ringens Mestre';1
..vidste det med sit intellekt, sin kølige hjerne.. ; om Børge Krogh, fra 'Ringens Mestre';1
..den bedste og skarpeste hjerne, dansk professionel boksning nogensinde har fostret.. ; om Børge Krogh, fra 'Ringens Mestre';1
..Jørgen drattede som et fældet træ, når fjenden splintrede den sprøde krystal i hans glaskæbe.. ; om Jørgen 'Gamle' Hansen, fra 'Ringens Mestre';1
..ringen var hans Shangri-La - dette berømte eventyrland, hvor ingen blev gammel, selv om de levede i flere hundrede år.. ; om Jørgen 'Gamle' Hansen, fra 'Ringens Mestre';1
..og hvor var han dog smuk i den ring - da han var ung.. ; om Hans Hanrik Palm, fra 'Ringens Mestre';1
..i den afrikanske krigers udgave var boksning løftet til et niveau, langt højere end bizar, blodig underholdning.. ; om Ayub Kalule, fra 'Ringens Mestre';1
..primitivt? Åhh ja - for de intellektuelt enfoldige, men for de livs-vidende er det rent, ægte, ærligt.. ; om boksningen generelt, fra 'Ringens Mestre';1
..Gert Bo skrev de mest fascinerende momenter i sit bokseliv med blod og flængede øjne og smadret næse.. ; om Gert Bo Jacobsen, fra 'Ringens Mestre';1
..Der er sgu ikke nogle, der danser med min rytme, hu hu hu.. ; selvreference;1
..tillykke med det champ, du er stadig champ..;;1
..har Brian stadig sit gyldne touch - magien?;;1
..flot angreb fra Crowe, der tænder Brians vilje..;;1
"..Jean Schm&uuml;cker - næsten som en hypnotisør..";;1
..den dybe venstre har han faktisk udviklet til et flot våben..;;1
..den strammer til - dramaet lurer lige under overfladen..;;1
..som for alvor skruer Mads på plads..;;1
..den gamle tryllekunstner har ikke flere magiske tricks på lager.. ; om Simon Brown, den aldrende champ;1
..det flyvende tæppe er for alvor ved at gå op i strimlerne..;;1
..den gamle champ, der stadig i afmålte flash demonstrerer, hvad der var engang..;;1
..begynder efterhånden at ligne en flue, der bliver spundet ind i edderkoppens spind.. ; om Simon Browns kamp mod Mads Larsen;1
"..næsten som en tandlæge stikker han næven ind - gør det ondt d&egrave;r eller gør det ondt d&egrave;r?";;1
..han er på den måde et spejl af den lille mands kamp i en hård og brutal verden..;;1
"..d&egrave;r er recepten, og han er ved at skrive den ud i øjeblikket.. "; om Frank Olsen;1
"..fra ringhjørnet bjæffer Jean Schm&uuml;cker..";;1
..han rammer et nervecenter, der et kort øjeblik får kropsfunktionerne til at svigte.. ; da Brian Nielsen ramte Don Normand i sækken;1
..waw - en sensation af de negative.. ; om Frank Olsens KO-nederlag;1
..hvis han kan smide sin forsigtighed, sin skak-mindede boksning, væk.. ; om Lennox Lewis;1
..en af fagets skrappeste analytikere.. ; om Jesper D. Jensen;1
..som med hele sit mod gør dette til en primitiv, næsten stenalderagtig affære.. ; om Omar 'Den smukke prins' Gonzalez;1
..metodisk, strategisk boksning af verdensmesteren.. ; om Mads Larsen;1
..den overdådige rigdom af detaljer flyder fra Mads Larsen..;;1
